Time,Frame,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Roll,Pitch,Yaw,Qw,Qx,Qy,Qz
23-37-01.520,910,0.190,0.635,0.735,-79.687,166.121,-26.768,19,-22,-48,46.76,-14.37,-97.39,0.638,0.174,-0.372,-0.651
23-37-01.537,911,0.175,0.690,0.869,-94.052,168.336,-26.116,21,-20,-48,45.70,-13.02,-96.35,0.643,0.179,-0.357,-0.653
23-37-01.540,912,0.132,0.639,0.999,-90.921,158.998,-13.565,22,-19,-48,44.53,-11.66,-95.31,0.649,0.184,-0.342,-0.655
23-37-01.550,913,0.097,0.526,1.059,-76.810,138.056,-3.137,23,-18,-48,43.45,-10.46,-94.29,0.654,0.189,-0.328,-0.655
23-37-01.567,914,0.116,0.510,1.110,-62.631,118.286,-9.293,24,-17,-48,42.54,-9.44,-93.38,0.659,0.192,-0.316,-0.655
23-37-01.570,915,0.074,0.569,1.248,-50.025,113.494,-25.612,26,-16,-47,41.82,-8.50,-92.67,0.662,0.196,-0.305,-0.656
23-37-01.580,916,0.079,0.632,1.354,-53.116,107.586,-38.954,27,-15,-47,41.24,-7.47,-92.12,0.665,0.200,-0.295,-0.657
23-37-01.596,917,0.075,0.702,1.448,-46.320,89.596,-43.162,27,-14,-47,40.67,-6.41,-91.73,0.666,0.204,-0.286,-0.658
23-37-01.601,918,0.064,0.776,1.539,-39.666,66.728,-45.044,28,-14,-46,40.19,-5.47,-91.49,0.666,0.207,-0.277,-0.660
23-37-01.610,919,0.038,0.824,1.532,-52.304,35.371,-46.156,29,-13,-46,39.78,-4.70,-91.43,0.666,0.210,-0.270,-0.663
23-37-01.627,920,0.084,0.866,1.476,-56.495,-3.155,-46.764,29,-12,-46,39.25,-4.17,-91.60,0.665,0.209,-0.265,-0.666
23-37-01.631,921,0.092,0.909,1.444,-47.530,-36.680,-43.867,29,-12,-46,38.73,-3.93,-92.01,0.663,0.207,-0.261,-0.670
23-37-01.641,922,0.144,0.987,1.388,-47.716,-61.622,-40.802,28,-12,-45,38.29,-3.97,-92.60,0.660,0.203,-0.260,-0.675
23-37-01.657,923,0.167,0.994,1.356,-36.408,-79.401,-32.215,28,-11,-45,37.88,-4.23,-93.31,0.657,0.197,-0.260,-0.679
23-37-01.661,924,0.150,0.905,1.231,-35.638,-95.406,-17.095,27,-11,-45,37.58,-4.69,-94.05,0.654,0.191,-0.262,-0.683
23-37-01.671,925,0.146,0.850,1.011,-38.298,-112.811,-3.572,26,-11,-45,37.28,-5.37,-94.77,0.652,0.184,-0.265,-0.686
23-37-01.680,926,0.164,0.768,0.794,-48.465,-118.065,12.692,25,-11,-45,36.96,-6.27,-95.48,0.650,0.174,-0.269,-0.689
23-37-01.690,927,0.132,0.640,0.634,-35.589,-108.740,27.332,25,-10,-45,36.56,-7.29,-96.06,0.649,0.164,-0.273,-0.691
23-37-01.700,928,0.157,0.460,0.464,-15.697,-97.401,32.743,24,-11,-45,36.28,-8.32,-96.48,0.648,0.155,-0.278,-0.692
23-37-01.710,929,0.095,0.547,0.352,-6.387,-92.870,25.289,23,-11,-45,36.17,-9.30,-96.79,0.648,0.148,-0.283,-0.692
23-37-01.720,930,0.079,0.532,0.113,12.095,-81.554,17.174,23,-11,-45,36.19,-10.18,-97.13,0.647,0.142,-0.288,-0.692
23-37-01.730,931,0.071,0.506,-0.107,35.601,-61.312,17.080,22,-12,-45,36.40,-10.92,-97.46,0.646,0.137,-0.293,-0.691
23-37-01.740,932,0.040,0.491,-0.149,45.843,-13.687,16.104,21,-12,-45,36.81,-11.47,-97.66,0.645,0.135,-0.299,-0.690
23-37-01.756,933,0.082,0.466,-0.044,42.525,44.004,16.513,21,-12,-45,37.24,-11.61,-97.57,0.645,0.137,-0.302,-0.688
23-37-01.760,934,0.106,0.434,0.230,49.630,92.782,18.653,21,-13,-45,37.59,-11.32,-97.12,0.647,0.142,-0.302,-0.685
23-37-01.770,935,0.095,0.402,0.521,42.828,128.217,18.635,22,-13,-46,37.93,-10.66,-96.36,0.650,0.150,-0.300,-0.682
23-37-01.786,936,0.192,0.373,0.785,31.617,133.730,16.415,24,-13,-46,38.17,-9.75,-95.40,0.654,0.160,-0.295,-0.678
23-37-01.790,937,0.176,0.310,0.943,13.860,115.889,9.541,25,-13,-46,38.32,-8.82,-94.45,0.658,0.169,-0.290,-0.674
23-37-01.800,938,0.161,0.306,1.010,-5.720,84.367,-5.838,26,-13,-46,38.32,-7.99,-93.69,0.661,0.176,-0.284,-0.672
23-37-01.814,939,0.138,0.342,0.960,-18.207,48.448,-23.960,26,-13,-46,38.20,-7.31,-93.26,0.663,0.180,-0.279,-0.671
23-37-01.820,940,0.115,0.440,0.878,-33.417,23.614,-38.844,27,-13,-45,37.98,-6.79,-93.18,0.663,0.183,-0.274,-0.672
23-37-01.830,941,0.030,0.559,0.856,-40.622,18.507,-45.401,27,-12,-46,37.65,-6.37,-93.36,0.661,0.183,-0.271,-0.675
23-37-01.848,942,0.075,0.726,0.997,-36.959,26.614,-47.906,27,-12,-45,37.27,-5.94,-93.60,0.660,0.183,-0.266,-0.679
23-37-01.850,943,0.087,0.820,1.138,-12.164,29.814,-43.772,27,-11,-45,36.97,-5.43,-93.82,0.658,0.184,-0.262,-0.682
23-37-01.860,944,0.061,0.855,1.245,-7.752,24.419,-33.668,27,-11,-44,36.86,-4.95,-93.99,0.656,0.186,-0.259,-0.684
23-37-01.877,945,0.073,0.917,1.331,1.440,14.365,-26.983,28,-11,-45,36.81,-4.56,-94.11,0.655,0.187,-0.257,-0.685
23-37-01.880,946,0.081,0.960,1.370,16.005,-1.092,-22.736,27,-11,-44,36.85,-4.30,-94.25,0.654,0.189,-0.256,-0.687
23-37-01.890,947,0.081,1.007,1.362,34.365,-18.631,-17.688,27,-11,-45,37.05,-4.20,-94.45,0.652,0.190,-0.257,-0.688
23-37-01.906,948,0.109,1.022,1.334,58.189,-36.640,-8.166,27,-11,-45,37.44,-4.26,-94.71,0.650,0.191,-0.260,-0.688
23-37-01.910,949,0.128,0.979,1.224,65.057,-54.891,5.922,27,-12,-45,38.06,-4.53,-95.00,0.648,0.193,-0.265,-0.688
23-37-01.920,950,0.134,0.889,1.110,60.593,-67.751,21.278,26,-12,-45,38.72,-5.03,-95.29,0.646,0.193,-0.273,-0.687
23-37-01.931,951,0.137,0.780,1.035,56.463,-71.587,31.431,26,-13,-45,39.35,-5.70,-95.54,0.644,0.191,-0.280,-0.685
23-37-01.940,952,0.117,0.640,0.960,50.991,-71.979,37.236,25,-13,-45,39.93,-6.46,-95.75,0.644,0.189,-0.288,-0.683
23-37-01.950,953,0.139,0.557,0.928,55.014,-78.582,41.711,25,-14,-45,40.46,-7.26,-95.93,0.643,0.187,-0.296,-0.681
23-37-01.961,954,0.138,0.420,0.858,66.426,-90.076,44.667,24,-15,-46,41.06,-8.14,-96.14,0.643,0.184,-0.305,-0.678
23-37-01.973,955,0.141,0.362,0.708,53.195,-102.756,37.675,24,-16,-46,41.75,-9.12,-96.40,0.642,0.181,-0.314,-0.675
23-37-01.981,956,0.137,0.296,0.508,32.788,-108.346,23.819,22,-17,-47,42.32,-10.13,-96.83,0.640,0.177,-0.324,-0.674
23-37-01.991,957,0.133,0.335,0.461,57.068,-113.051,12.718,22,-17,-46,42.78,-11.08,-97.41,0.638,0.172,-0.332,-0.673
23-37-02.001,958,0.106,0.383,0.285,40.542,-112.250,1.129,21,-18,-46,43.47,-11.98,-98.12,0.635,0.168,-0.342,-0.673
23-37-02.011,959,0.056,0.502,0.027,26.091,-103.616,-15.232,20,-19,-47,44.03,-12.78,-98.91,0.631,0.164,-0.350,-0.673
23-37-02.021,960,0.044,0.565,-0.298,8.391,-86.327,-26.336,19,-19,-46,44.46,-13.39,-99.74,0.626,0.160,-0.357,-0.674
23-37-02.035,961,0.044,0.565,-0.298,8.391,-86.327,-26.336,19,-19,-46,44.46,-13.39,-99.74,0.626,0.160,-0.357,-0.674
23-37-02.035,962,-0.018,0.641,-0.525,-9.224,-60.625,-36.648,18,-20,-47,44.71,-13.79,-100.55,0.622,0.156,-0.361,-0.677
23-37-02.041,963,-0.096,0.725,-0.562,-40.569,3.868,-43.072,17,-20,-46,44.74,-13.90,-101.21,0.618,0.153,-0.363,-0.680
23-37-02.050,964,-0.022,0.652,-0.242,-23.854,76.909,-23.913,18,-19,-46,44.37,-13.53,-101.41,0.617,0.153,-0.359,-0.683
23-37-02.067,965,0.007,0.698,0.221,16.621,139.954,-21.546,18,-19,-46,44.11,-12.75,-100.97,0.618,0.158,-0.353,-0.684
23-37-02.070,966,0.063,0.810,0.522,-6.878,176.553,-25.444,19,-19,-46,44.06,-11.56,-100.09,0.621,0.168,-0.346,-0.683
23-37-02.080,967,0.103,0.914,0.816,-29.041,191.406,-17.096,21,-18,-47,43.75,-10.10,-99.01,0.625,0.179,-0.335,-0.682
23-37-02.093,968,0.154,0.877,1.121,-28.814,196.258,9.338,22,-17,-46,43.26,-8.61,-97.77,0.630,0.189,-0.323,-0.680
23-37-02.100,969,0.169,0.751,1.403,-19.999,188.333,30.524,24,-17,-47,42.79,-7.27,-96.33,0.637,0.199,-0.311,-0.677
23-37-02.110,970,0.196,0.715,1.634,-10.504,161.144,28.219,25,-16,-46,42.43,-6.11,-94.85,0.644,0.208,-0.300,-0.672
23-37-02.126,971,0.177,0.711,1.756,-22.405,127.160,16.340,27,-16,-46,42.18,-5.13,-93.59,0.650,0.216,-0.291,-0.668
23-37-02.130,972,0.138,0.681,1.800,-29.038,84.905,7.652,28,-15,-46,41.87,-4.32,-92.66,0.654,0.221,-0.283,-0.666
23-37-02.140,973,0.064,0.639,1.747,-22.730,35.090,4.430,29,-15,-46,41.55,-3.78,-92.08,0.657,0.224,-0.277,-0.665
23-37-02.159,974,0.048,0.612,1.606,-13.846,-16.908,1.824,29,-14,-46,41.32,-3.60,-91.86,0.658,0.224,-0.274,-0.664
23-37-02.160,975,0.020,0.636,1.426,-9.755,-64.728,-5.318,29,-14,-46,41.20,-3.78,-92.00,0.658,0.222,-0.274,-0.665
23-37-02.170,976,0.032,0.691,1.202,-3.970,-98.857,-13.195,28,-15,-46,41.14,-4.26,-92.51,0.656,0.218,-0.278,-0.667
23-37-02.180,977,0.051,0.742,1.021,1.834,-114.449,-18.629,28,-15,-46,41.17,-4.93,-93.28,0.653,0.212,-0.283,-0.670
23-37-02.190,978,0.075,0.781,0.899,21.233,-117.306,-18.845,27,-15,-46,41.29,-5.67,-94.19,0.649,0.206,-0.289,-0.673
23-37-02.200,979,0.079,0.801,0.804,40.289,-115.587,-14.046,26,-15,-46,41.63,-6.42,-95.10,0.645,0.201,-0.297,-0.675
23-37-02.210,980,0.102,0.813,0.710,43.337,-111.867,-7.862,25,-16,-46,42.14,-7.19,-95.98,0.640,0.197,-0.306,-0.677
23-37-02.220,981,0.129,0.816,0.611,34.747,-106.225,-2.919,24,-17,-46,42.67,-7.97,-96.78,0.636,0.193,-0.314,-0.678
23-37-02.230,982,0.145,0.832,0.516,31.430,-97.934,1.296,22,-17,-47,43.12,-8.72,-97.52,0.632,0.188,-0.322,-0.679
23-37-02.240,983,0.136,0.793,0.387,24.466,-89.639,6.302,22,-18,-46,43.53,-9.44,-98.18,0.629,0.184,-0.329,-0.680
23-37-02.253,984,0.144,0.770,0.265,18.513,-79.290,13.267,21,-18,-46,43.86,-10.13,-98.75,0.627,0.180,-0.336,-0.680
23-37-02.260,985,0.154,0.676,0.096,13.626,-63.534,21.394,20,-19,-46,44.12,-10.78,-99.19,0.625,0.176,-0.341,-0.680
23-37-02.270,986,0.134,0.618,0.049,35.426,-40.092,24.051,20,-19,-47,44.33,-11.37,-99.46,0.624,0.173,-0.346,-0.679
23-37-02.284,987,0.095,0.544,0.010,49.149,-12.532,21.310,20,-19,-47,44.74,-11.80,-99.55,0.624,0.172,-0.350,-0.677
23-37-02.290,988,0.161,0.523,0.048,39.476,19.000,11.559,19,-20,-47,45.19,-12.00,-99.47,0.624,0.173,-0.354,-0.675
23-37-02.300,989,0.107,0.630,0.160,24.255,53.197,-0.648,19,-20,-47,45.52,-11.90,-99.23,0.625,0.176,-0.355,-0.673
23-37-02.316,990,0.150,0.586,0.304,16.780,77.602,4.598,20,-20,-47,45.65,-11.51,-98.81,0.626,0.181,-0.353,-0.671
23-37-02.320,991,0.127,0.515,0.450,21.560,90.195,9.129,21,-20,-47,45.72,-10.99,-98.20,0.629,0.186,-0.350,-0.669
23-37-02.330,992,0.119,0.496,0.599,2.915,98.039,9.224,22,-20,-47,45.78,-10.42,-97.47,0.632,0.193,-0.346,-0.666
23-37-02.346,993,0.111,0.468,0.744,-20.211,103.158,10.781,22,-20,-47,45.64,-9.80,-96.68,0.635,0.198,-0.341,-0.664
23-37-02.350,994,0.103,0.425,0.886,-36.435,103.395,10.146,23,-20,-47,45.28,-9.15,-95.86,0.639,0.202,-0.334,-0.662
23-37-02.361,995,0.092,0.433,1.012,-45.965,97.604,-1.615,24,-19,-47,44.78,-8.49,-95.06,0.643,0.206,-0.326,-0.661
23-37-02.377,996,0.109,0.557,1.188,-45.428,90.902,-20.949,25,-18,-47,44.23,-7.77,-94.41,0.647,0.209,-0.318,-0.661
23-37-02.380,997,0.110,0.717,1.361,-35.423,83.293,-37.271,26,-18,-47,43.73,-6.96,-93.94,0.649,0.212,-0.310,-0.662
23-37-02.391,998,0.100,0.831,1.472,-31.509,63.956,-44.909,27,-17,-46,43.35,-6.11,-93.66,0.649,0.216,-0.303,-0.663
23-37-02.407,999,0.112,0.905,1.475,-34.214,30.524,-43.926,27,-17,-47,43.02,-5.37,-93.58,0.649,0.219,-0.297,-0.666
23-37-02.411,1000,0.073,0.952,1.421,-27.089,-7.605,-38.216,27,-16,-46,42.69,-4.88,-93.72,0.648,0.220,-0.293,-0.668
